"NE Name","Slot ID","Board Name","Port","Input Power(dBm)","Reference Input Power(dBm)","Input Power Reference Value Time","Input Power State","Reference Input Power Lower Threshold(dBm)","Reference Input Power Upper Threshold(dBm)","Input Power Lower Threshold(dBm)","Min. Value of Input Power Lower Threshold(dBm)","Max. Value of Input Power Lower Threshold(dBm)","Input Power Upper Threshold(dBm)","Min. Value of Input Power Upper Threshold(dBm)","Max. Value of Input Power Upper Threshold(dBm)","Max. Pump Output Power(dBm)","Min. Pump Output Power(dBm)","Output Power(dBm)","Reference Output Power(dBm)","Output Power Reference Value Time","Output Power State","Output Power Lower Threshold(dBm)","Output Power Upper Threshold(dBm)","Reference Output Power Lower Threshold(dBm)","Reference Output Power Upper Threshold(dBm)","Input Power Lower Threshold Default Value(dBm)","Input Power Upper Threshold Default Value(dBm)","CFP/LANE Input Power Lower Threshold Default Value(dBm)","CFP/LANE Input Power Upper Threshold Default Value(dBm)"
FREIRE-WDM-R03,Shelf0()-3,F1LDX,3(IN3/OUT3),/,/,/,/,/,/,/,-,-,/,-,-,-,-,/,/,/,/,/,/,-,-,-,-,-,-
FREIRE-WDM-R03,Shelf0()-3,F1LDX,5(RX1/TX1),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
FREIRE-WDM-R03,Shelf0()-3,F1LDX,6(RX2/TX2),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
FREIRE-WDM-R03,Shelf0()-8,SCC,1(RM1/TM1),/,/,/,/,/,/,/,-,-,/,-,-,-,-,/,/,/,/,/,/,-,-,-,-,-,-
FREIRE-WDM-R03,Shelf0()-8,SCC,2(RM2/TM2),/,/,/,/,/,/,/,-,-,/,-,-,-,-,/,/,/,/,/,/,-,-,-,-,-,-
QUEPE-WDM-R03,Shelf0()-1,ELOM(STND),1(IN1/OUT1 To S5-MR8 A1/D1 (To P. las Casas)),/,/,/,/,/,/,/,-,-,/,-,-,-,-,/,/,/,/,/,/,-,-,-,-,-,-
QUEPE-WDM-R03,Shelf0()-1,ELOM(STND),2(IN2/OUT2 To S7-MR8 A1/D1 (To Freire)),/,/,/,/,/,/,/,-,-,/,-,-,-,-,/,/,/,/,/,/,-,-,-,-,-,-
QUEPE-WDM-R03,Shelf0()-1,ELOM(STND),3(RX1/TX1 OSN1500 QUEPE 05),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
QUEPE-WDM-R03,Shelf0()-1,ELOM(STND),4(RX2/TX2),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
QUEPE-WDM-R03,Shelf0()-1,ELOM(STND),5(RX3/TX3),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
QUEPE-WDM-R03,Shelf0()-1,ELOM(STND),6(RX4/TX4),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
QUEPE-WDM-R03,Shelf0()-1,ELOM(STND),7(RX5/TX5),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
QUEPE-WDM-R03,Shelf0()-1,ELOM(STND),8(RX6/TX6),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
QUEPE-WDM-R03,Shelf0()-1,ELOM(STND),9(RX7/TX7),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
QUEPE-WDM-R03,Shelf0()-1,ELOM(STND),10(RX8/TX8),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
QUEPE-WDM-R03,Shelf0()-2,ELOM(STND),1(IN1/OUT1 To S5-MR8 A2/D2 (To P. Las Casas)),/,/,/,/,/,/,/,-,-,/,-,-,-,-,/,/,/,/,/,/,-,-,-,-,-,-
QUEPE-WDM-R03,Shelf0()-2,ELOM(STND),2(IN2/OUT2 To S7-MR8 A2/D2 (To Freire)),/,/,/,/,/,/,/,-,-,/,-,-,-,-,/,/,/,/,/,/,-,-,-,-,-,-
QUEPE-WDM-R03,Shelf0()-2,ELOM(STND),3(RX1/TX1 OSN1500 QUEPE 05),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
QUEPE-WDM-R03,Shelf0()-2,ELOM(STND),4(RX2/TX2),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
QUEPE-WDM-R03,Shelf0()-2,ELOM(STND),5(RX3/TX3),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
QUEPE-WDM-R03,Shelf0()-2,ELOM(STND),6(RX4/TX4),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
QUEPE-WDM-R03,Shelf0()-2,ELOM(STND),7(RX5/TX5),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
QUEPE-WDM-R03,Shelf0()-2,ELOM(STND),8(RX6/TX6),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
QUEPE-WDM-R03,Shelf0()-2,ELOM(STND),9(RX7/TX7),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
QUEPE-WDM-R03,Shelf0()-2,ELOM(STND),10(RX8/TX8),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
QUEPE-WDM-R03,Shelf0()-3,F1LDX,1(IN1/OUT1),/,/,/,/,/,/,/,-,-,/,-,-,-,-,/,/,/,/,/,/,-,-,-,-,-,-
QUEPE-WDM-R03,Shelf0()-3,F1LDX,3(IN3/OUT3),/,/,/,/,/,/,/,-,-,/,-,-,-,-,/,/,/,/,/,/,-,-,-,-,-,-
QUEPE-WDM-R03,Shelf0()-3,F1LDX,4(IN4/OUT4),/,/,/,/,/,/,/,-,-,/,-,-,-,-,/,/,/,/,/,/,-,-,-,-,-,-
QUEPE-WDM-R03,Shelf0()-3,F1LDX,5(RX1/TX1),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
QUEPE-WDM-R03,Shelf0()-3,F1LDX,6(RX2/TX2),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
QUEPE-WDM-R03,Shelf0()-8,SCC,1(RM1/TM1),/,/,/,/,/,/,/,-,-,/,-,-,-,-,/,/,/,/,/,/,-,-,-,-,-,-
QUEPE-WDM-R03,Shelf0()-8,SCC,2(RM2/TM2),/,/,/,/,/,/,/,-,-,/,-,-,-,-,/,/,/,/,/,/,-,-,-,-,-,-
PLASCASAS-WDM-R03,Shelf0()-1,ELOM(STND),1(IN1/OUT1 To S5-MR8 A1/D1 (To Temuco)),/,/,/,/,/,/,/,-,-,/,-,-,-,-,/,/,/,/,/,/,-,-,-,-,-,-
PLASCASAS-WDM-R03,Shelf0()-1,ELOM(STND),2(IN2/OUT2 To S7-MR8 A1/D1 (To Quepe)),/,/,/,/,/,/,/,-,-,/,-,-,-,-,/,/,/,/,/,/,-,-,-,-,-,-
PLASCASAS-WDM-R03,Shelf0()-1,ELOM(STND),3(RX1/TX1 OSN1500 PLASCASAS 05),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
PLASCASAS-WDM-R03,Shelf0()-1,ELOM(STND),4(RX2/TX2),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
PLASCASAS-WDM-R03,Shelf0()-1,ELOM(STND),5(RX3/TX3),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
PLASCASAS-WDM-R03,Shelf0()-1,ELOM(STND),6(RX4/TX4),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
PLASCASAS-WDM-R03,Shelf0()-1,ELOM(STND),7(RX5/TX5),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
PLASCASAS-WDM-R03,Shelf0()-1,ELOM(STND),8(RX6/TX6),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
PLASCASAS-WDM-R03,Shelf0()-1,ELOM(STND),9(RX7/TX7),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
PLASCASAS-WDM-R03,Shelf0()-1,ELOM(STND),10(RX8/TX8),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
PLASCASAS-WDM-R03,Shelf0()-2,ELOM(STND),1(IN1/OUT1 To S5-MR8 A2/D2 (To Temuco)),/,/,/,/,/,/,/,-,-,/,-,-,-,-,/,/,/,/,/,/,-,-,-,-,-,-
PLASCASAS-WDM-R03,Shelf0()-2,ELOM(STND),2(IN2/OUT2 To S7-MR8 A2/D2 (To Quepe)),/,/,/,/,/,/,/,-,-,/,-,-,-,-,/,/,/,/,/,/,-,-,-,-,-,-
PLASCASAS-WDM-R03,Shelf0()-2,ELOM(STND),3(RX1/TX1 OSN1500 PLASCASAS 05),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
PLASCASAS-WDM-R03,Shelf0()-2,ELOM(STND),4(RX2/TX2),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
PLASCASAS-WDM-R03,Shelf0()-2,ELOM(STND),5(RX3/TX3),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
PLASCASAS-WDM-R03,Shelf0()-2,ELOM(STND),6(RX4/TX4),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
PLASCASAS-WDM-R03,Shelf0()-2,ELOM(STND),7(RX5/TX5),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
PLASCASAS-WDM-R03,Shelf0()-2,ELOM(STND),8(RX6/TX6),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
PLASCASAS-WDM-R03,Shelf0()-2,ELOM(STND),9(RX7/TX7),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
PLASCASAS-WDM-R03,Shelf0()-2,ELOM(STND),10(RX8/TX8),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
PLASCASAS-WDM-R03,Shelf0()-3,F1LDX,1(IN1/OUT1),/,/,/,/,/,/,/,-,-,/,-,-,-,-,/,/,/,/,/,/,-,-,-,-,-,-
PLASCASAS-WDM-R03,Shelf0()-3,F1LDX,3(IN3/OUT3),/,/,/,/,/,/,/,-,-,/,-,-,-,-,/,/,/,/,/,/,-,-,-,-,-,-
PLASCASAS-WDM-R03,Shelf0()-3,F1LDX,5(RX1/TX1),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
PLASCASAS-WDM-R03,Shelf0()-3,F1LDX,6(RX2/TX2),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
PLASCASAS-WDM-R03,Shelf0()-8,SCC,1(RM1/TM1),/,/,/,/,/,/,/,-,-,/,-,-,-,-,/,/,/,/,/,/,-,-,-,-,-,-
PLASCASAS-WDM-R03,Shelf0()-8,SCC,2(RM2/TM2),/,/,/,/,/,/,/,-,-,/,-,-,-,-,/,/,/,/,/,/,-,-,-,-,-,-
TEMUCO-WDM-R03,Shelf0()-1,ELOM(STND),1(IN1/OUT1),/,/,/,/,/,/,/,-,-,/,-,-,-,-,/,/,/,/,/,/,-,-,-,-,-,-
TEMUCO-WDM-R03,Shelf0()-1,ELOM(STND),2(IN2/OUT2 To S7-MR8 A1/D1 (P. LAS CASAS)),/,/,/,/,/,/,/,-,-,/,-,-,-,-,/,/,/,/,/,/,-,-,-,-,-,-
TEMUCO-WDM-R03,Shelf0()-1,ELOM(STND),3(RX1/TX1 OSN2500 TEMUCO 05),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
TEMUCO-WDM-R03,Shelf0()-1,ELOM(STND),4(RX2/TX2 OPR21986 ICALMA-PCS PLANO A (SIN SFP)),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
TEMUCO-WDM-R03,Shelf0()-1,ELOM(STND),5(RX3/TX3 PLANO A PE LONQUIMAY - P1 PCS TEMUCO GE 2/8),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
TEMUCO-WDM-R03,Shelf0()-1,ELOM(STND),6(RX4/TX4 (SIN SFP)),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
TEMUCO-WDM-R03,Shelf0()-1,ELOM(STND),7(RX5/TX5 OPR 20594 ATN1-950 Plano A),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
TEMUCO-WDM-R03,Shelf0()-1,ELOM(STND),8(RX6/TX6 OPR17332 S1-53 Pitrufquen Plano A),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
TEMUCO-WDM-R03,Shelf0()-1,ELOM(STND),9(RX7/TX7 OPR16170 S1-53 GORBEA PLANO A),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
TEMUCO-WDM-R03,Shelf0()-1,ELOM(STND),10(RX8/TX8 Plano A PEX-RAN GORBEA),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
TEMUCO-WDM-R03,Shelf0()-2,ELOM(STND),1(IN1/OUT1),/,/,/,/,/,/,/,-,-,/,-,-,-,-,/,/,/,/,/,/,-,-,-,-,-,-
TEMUCO-WDM-R03,Shelf0()-2,ELOM(STND),2(IN2/OUT2 To S7-MR8 A2/D2 (P. LAS CASAS)),/,/,/,/,/,/,/,-,-,/,-,-,-,-,/,/,/,/,/,/,-,-,-,-,-,-
TEMUCO-WDM-R03,Shelf0()-2,ELOM(STND),3(RX1/TX1),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
TEMUCO-WDM-R03,Shelf0()-2,ELOM(STND),4(RX2/TX2),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
TEMUCO-WDM-R03,Shelf0()-2,ELOM(STND),5(RX3/TX3),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
TEMUCO-WDM-R03,Shelf0()-2,ELOM(STND),6(RX4/TX4),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
TEMUCO-WDM-R03,Shelf0()-2,ELOM(STND),7(RX5/TX5),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
TEMUCO-WDM-R03,Shelf0()-2,ELOM(STND),8(RX6/TX6),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
TEMUCO-WDM-R03,Shelf0()-2,ELOM(STND),9(RX7/TX7 OPR 21504 Uplink  ATN1-950-LONCOCHE Plano B),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
TEMUCO-WDM-R03,Shelf0()-2,ELOM(STND),10(RX8/TX8 Prueba),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
TEMUCO-WDM-R03,Shelf0()-3,ELOM(STND),1(IN1/OUT1),/,/,/,/,/,/,/,-,-,/,-,-,-,-,/,/,/,/,/,/,-,-,-,-,-,-
TEMUCO-WDM-R03,Shelf0()-3,ELOM(STND),2(IN2/OUT2 A OSN 8800 TMCO TRIBUTARIO TTX S20 RX/TX 8),"	-8.1",/,/,/,/,/,"	-14.4",-,-,"	-0.5",-,-,-,-,"	-2.6",/,/,/,"	-9.2",1.5,-,-,-,-,-,-
TEMUCO-WDM-R03,Shelf0()-3,ELOM(STND),3(RX1/TX1 PE RAN ANGOL PLANO B2 PE2 CORE TEMUCO GE 0/0/1/2),"	-7.7",/,/,/,/,/,"	-18.0","	-22.0","	-8.5","	-1.0","	-8.5",1.0,-,-,"	-2.1",/,/,/,"	-6.0",1.0,-,-,-,-,-,-
TEMUCO-WDM-R03,Shelf0()-3,ELOM(STND),4(RX2/TX2 PE RAN ANGOL PLANO B3 PE2 CORE TEMUCO GE 0/0/1/3),"	-8.3",/,/,/,/,/,"	-18.0","	-22.0","	-8.5","	-1.0","	-8.5",1.0,-,-,"	-1.9",/,/,/,"	-6.0",1.0,-,-,-,-,-,-
TEMUCO-WDM-R03,Shelf0()-3,ELOM(STND),5(RX3/TX3 PE RAN ANGOL PLANO B4 PE2 CORE TEMUCO GE 0/0/1/4),"	-6.9",/,/,/,/,/,"	-18.0","	-22.0","	-8.5","	-1.0","	-8.5",1.0,-,-,"	-2.1",/,/,/,"	-6.0",1.0,-,-,-,-,-,-
TEMUCO-WDM-R03,Shelf0()-3,ELOM(STND),6(RX4/TX4 PE RAN ANGOL PLANO B5 PE2 CORE TEMUCO GE 0/0/1/5),"	-6.2",/,/,/,/,/,"	-18.0","	-22.0","	-8.5","	-1.0","	-8.5",1.0,-,-,"	-1.9",/,/,/,"	-6.0",1.0,-,-,-,-,-,-
TEMUCO-WDM-R03,Shelf0()-3,ELOM(STND),7(RX5/TX5 PE RAN ANGOL PLANO B6 PE2 CORE TEMUCO GE 0/0/1/6),"	-6.7",/,/,/,/,/,"	-18.0","	-22.0","	-8.5","	-1.0","	-8.5",1.0,-,-,"	-2.1",/,/,/,"	-6.0",1.0,-,-,-,-,-,-
TEMUCO-WDM-R03,Shelf0()-3,ELOM(STND),8(RX6/TX6 PE RAN TRAIGUEN PLANO A2 PE1 CORE TEMUCO GE 0/0/1/10),/,/,/,/,/,/,"	-20.0","	-24.0","	-11.0","	-4.0","	-11.0","	-2.0",-,-,/,/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
TEMUCO-WDM-R03,Shelf0()-3,ELOM(STND),9(RX7/TX7 PE RAN TRAIGUEN PLANO A3 PE1 CORE TEMUCO GE 0/0/1/11),/,/,/,/,/,/,"	-20.0","	-24.0","	-11.0","	-4.0","	-11.0","	-2.0",-,-,/,/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
TEMUCO-WDM-R03,Shelf0()-3,ELOM(STND),10(RX8/TX8 PE RAN TRAIGUEN PLANO A4 PE1 CORE TEMUCO GE 0/0/1/12),/,/,/,/,/,/,"	-20.0","	-24.0","	-11.0","	-4.0","	-11.0","	-2.0",-,-,/,/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
TEMUCO-WDM-R03,Shelf0()-4,ELOM(STND),1(IN1/OUT1 A MR8 S7 A3/D3 HACIA PLASCASAS),/,/,/,/,/,/,/,-,-,/,-,-,-,-,/,/,/,/,/,/,-,-,-,-,-,-
TEMUCO-WDM-R03,Shelf0()-4,ELOM(STND),3(RX1/TX1 PA PE1-CORE-TEMUCO TG 0/12/0/7  a Gorbea),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
TEMUCO-WDM-R03,Shelf0()-8,SCC,1(RM1/TM1),/,/,/,/,/,/,/,-,-,/,-,-,-,-,/,/,/,/,/,/,-,-,-,-,-,-
TEMUCO-WDM-R03,Shelf0()-8,SCC,2(RM2/TM2),/,/,/,/,/,/,/,-,-,/,-,-,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LANCOPCS-WDM-R03,Shelf0()-1,ELOM(STND),1(IN1/OUT1 To S5-MR8 A1/D1 (To Loncoche)),/,/,/,/,/,/,/,-,-,/,-,-,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LANCOPCS-WDM-R03,Shelf0()-1,ELOM(STND),2(IN2/OUT2 T0 S7-MR8 A1/D1 (To Pichoy)),/,/,/,/,/,/,/,-,-,/,-,-,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LANCOPCS-WDM-R03,Shelf0()-1,ELOM(STND),3(RX1/TX1 OSN2500 Lanco 05 to Loncoche),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LANCOPCS-WDM-R03,Shelf0()-1,ELOM(STND),4(RX2/TX2),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LANCOPCS-WDM-R03,Shelf0()-1,ELOM(STND),5(RX3/TX3),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LANCOPCS-WDM-R03,Shelf0()-1,ELOM(STND),6(RX4/TX4),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LANCOPCS-WDM-R03,Shelf0()-1,ELOM(STND),7(RX5/TX5),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LANCOPCS-WDM-R03,Shelf0()-1,ELOM(STND),8(RX6/TX6 OPR 25563 ATN LANCO Plano B),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LANCOPCS-WDM-R03,Shelf0()-1,ELOM(STND),9(RX7/TX7),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LANCOPCS-WDM-R03,Shelf0()-1,ELOM(STND),10(RX8/TX8),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LANCOPCS-WDM-R03,Shelf0()-2,ELOM(STND),1(IN1/OUT1 To S5-MR8 A2/D2 (to Loncoche)),"	-7.8",/,/,/,/,/,"	-15.8",-,-,"	-2.0",-,-,-,-,0.7,/,/,/,"	-2.0",3.0,-,-,-,-,-,-
LANCOPCS-WDM-R03,Shelf0()-2,ELOM(STND),2(IN2/OUT2 To S7-MR8 A2/D2 (to Pichoy)),"	-9.0",/,/,/,/,/,"	-15.8",-,-,"	-2.0",-,-,-,-,0.7,/,/,/,"	-2.0",3.0,-,-,-,-,-,-
LANCOPCS-WDM-R03,Shelf0()-2,ELOM(STND),3(RX1/TX1 OSN2500 Lanco 05 to Pichoy),/,/,/,/,/,/,"	-27.0","	-31.0","	-17.5","	-10.0","	-17.5","	-8.0",-,-,/,/,/,/,"	-3.0",4.0,-,-,-,-,-,-
LANCOPCS-WDM-R03,Shelf0()-2,ELOM(STND),4(RX2/TX2),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LANCOPCS-WDM-R03,Shelf0()-2,ELOM(STND),5(RX3/TX3),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LANCOPCS-WDM-R03,Shelf0()-2,ELOM(STND),6(RX4/TX4),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LANCOPCS-WDM-R03,Shelf0()-2,ELOM(STND),7(RX5/TX5),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LANCOPCS-WDM-R03,Shelf0()-2,ELOM(STND),8(RX6/TX6 OPR 25563 ATN LANCO Plano A),"	-23.3",/,/,/,/,/,"	-20.0","	-24.0","	-11.0","	-4.0","	-11.0","	-2.0",-,-,"	-5.9",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
LANCOPCS-WDM-R03,Shelf0()-2,ELOM(STND),9(RX7/TX7),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LANCOPCS-WDM-R03,Shelf0()-2,ELOM(STND),10(RX8/TX8 Reserva Plano A PE-RAN Panguipulli),/,/,/,/,/,/,"	-20.0","	-24.0","	-11.0","	-4.0","	-11.0","	-2.0",-,-,/,/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
LANCOPCS-WDM-R03,Shelf0()-4,ELOM(STND),1(IN1/OUT1A MR8 A4D4 HACIA PICHOY),/,/,/,/,/,/,/,-,-,/,-,-,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LANCOPCS-WDM-R03,Shelf0()-4,ELOM(STND),3(RX1/TX1CLIENTE CABLE PACIFICO OTT 72002777491),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LANCOPCS-WDM-R03,Shelf0()-6,F1OBU,1(IN),/,/,/,/,/,/,/,-,-,/,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
LANCOPCS-WDM-R03,Shelf0()-6,F1OBU,2(OUT),-,-,-,-,-,-,-,-,-,-,-,-,-,-,/,/,/,/,-,-,-,-,-,-,-,-
LANCOPCS-WDM-R03,Shelf0()-8,SCC,1(RM1/TM1),/,/,/,/,/,/,/,-,-,/,-,-,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LANCOPCS-WDM-R03,Shelf0()-8,SCC,2(RM2/TM2),/,/,/,/,/,/,/,-,-,/,-,-,-,-,/,/,/,/,/,/,-,-,-,-,-,-
PICHOY-WDM-R03,Shelf0()-1,ELOM(STND),1(IN1/OUT1 To S5-MR8 A1/D1 (To Lanco)),/,/,/,/,/,/,/,-,-,/,-,-,-,-,/,/,/,/,/,/,-,-,-,-,-,-
PICHOY-WDM-R03,Shelf0()-1,ELOM(STND),2(IN2/OUT2 To S7-MR8 A1/D1 (To Valvidia)),/,/,/,/,/,/,/,-,-,/,-,-,-,-,/,/,/,/,/,/,-,-,-,-,-,-
PICHOY-WDM-R03,Shelf0()-1,ELOM(STND),3(RX1/TX1 OSN2500 Pichoy 05 to Valdivia),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
PICHOY-WDM-R03,Shelf0()-1,ELOM(STND),4(RX2/TX2),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
PICHOY-WDM-R03,Shelf0()-1,ELOM(STND),5(RX3/TX3),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
PICHOY-WDM-R03,Shelf0()-1,ELOM(STND),6(RX4/TX4 OPR24829 ATN PICHOY PLANO B),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
PICHOY-WDM-R03,Shelf0()-1,ELOM(STND),7(RX5/TX5),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
PICHOY-WDM-R03,Shelf0()-1,ELOM(STND),8(RX6/TX6),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
PICHOY-WDM-R03,Shelf0()-1,ELOM(STND),9(RX7/TX7),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
